bin	chr	start	end
45990	II	3618600	3618799
45991	II	3618800	3618999
45992	II	3619000	3619199
45993	II	3619200	3619399
45994	II	3619400	3619599
45995	II	3619600	3619799
45996	II	3619800	3619999
45997	II	3620000	3620199
45998	II	3620200	3620399
45999	II	3620400	3620599
46000	II	3620600	3620799
46001	II	3620800	3620999
46002	II	3621000	3621199
46003	II	3621200	3621399
46004	II	3621400	3621599
46005	II	3621600	3621799
46006	II	3621800	3621999
46007	II	3622000	3622199
46008	II	3622200	3622399
46009	II	3622400	3622599
46010	II	3622600	3622799
46011	II	3622800	3622999
46012	II	3623000	3623199
46013	II	3623200	3623399
46014	II	3623400	3623599
46015	II	3623600	3623799
46016	II	3623800	3623999
46017	II	3624000	3624199
46018	II	3624200	3624399
46019	II	3624400	3624599
46020	II	3624600	3624799
46021	II	3624800	3624999
46022	II	3625000	3625199
46023	II	3625200	3625399
46024	II	3625400	3625599
46025	II	3625600	3625799
46026	II	3625800	3625999
46027	II	3626000	3626199
46028	II	3626200	3626399
46029	II	3626400	3626599
46030	II	3626600	3626799
46031	II	3626800	3626999
46032	II	3627000	3627199
46033	II	3627200	3627399
46034	II	3627400	3627599
46035	II	3627600	3627799
46036	II	3627800	3627999
46037	II	3628000	3628199
46038	II	3628200	3628399
46039	II	3628400	3628599
46040	II	3628600	3628799
46041	II	3628800	3628999
46042	II	3629000	3629199
46043	II	3629200	3629399
46044	II	3629400	3629599
46045	II	3629600	3629799
46046	II	3629800	3629999
46047	II	3630000	3630199
46048	II	3630200	3630399
46049	II	3630400	3630599
46050	II	3630600	3630799
46051	II	3630800	3630999
46052	II	3631000	3631199
46053	II	3631200	3631399
46054	II	3631400	3631599
46055	II	3631600	3631799
46056	II	3631800	3631999
46057	II	3632000	3632199
46058	II	3632200	3632399
46059	II	3632400	3632599
46060	II	3632600	3632799
46061	II	3632800	3632999
46062	II	3633000	3633199
46063	II	3633200	3633399
46064	II	3633400	3633599
46065	II	3633600	3633799
46066	II	3633800	3633999
46067	II	3634000	3634199
46068	II	3634200	3634399
46069	II	3634400	3634599
46070	II	3634600	3634799
46071	II	3634800	3634999
46072	II	3635000	3635199
46073	II	3635200	3635399
46074	II	3635400	3635599
46075	II	3635600	3635799
46076	II	3635800	3635999
46077	II	3636000	3636199
46078	II	3636200	3636399
46079	II	3636400	3636599
46080	II	3636600	3636799
46081	II	3636800	3636999
46082	II	3637000	3637199
46083	II	3637200	3637399
46084	II	3637400	3637599
46085	II	3637600	3637799
46086	II	3637800	3637999
46087	II	3638000	3638199
46088	II	3638200	3638399
46089	II	3638400	3638599
46090	II	3638600	3638799
46091	II	3638800	3638999
46092	II	3639000	3639199
46093	II	3639200	3639399
46094	II	3639400	3639599
46095	II	3639600	3639799
46096	II	3639800	3639999
46097	II	3640000	3640199
46098	II	3640200	3640399
46099	II	3640400	3640599
46100	II	3640600	3640799
46101	II	3640800	3640999
46102	II	3641000	3641199
46103	II	3641200	3641399
46104	II	3641400	3641599
46105	II	3641600	3641799
46106	II	3641800	3641999
46107	II	3642000	3642199
46108	II	3642200	3642399
46109	II	3642400	3642599
46110	II	3642600	3642799
46111	II	3642800	3642999
46112	II	3643000	3643199
46113	II	3643200	3643399
46114	II	3643400	3643599
46115	II	3643600	3643799
46116	II	3643800	3643999
46117	II	3644000	3644199
46118	II	3644200	3644399
46119	II	3644400	3644599
46120	II	3644600	3644799
46121	II	3644800	3644999
46122	II	3645000	3645199
46123	II	3645200	3645399
46124	II	3645400	3645599
46125	II	3645600	3645799
46126	II	3645800	3645999
46127	II	3646000	3646199
46128	II	3646200	3646399
46129	II	3646400	3646599
46130	II	3646600	3646799
46131	II	3646800	3646999
46132	II	3647000	3647199
46133	II	3647200	3647399
46134	II	3647400	3647599
46135	II	3647600	3647799
46136	II	3647800	3647999
46137	II	3648000	3648199
46138	II	3648200	3648399
46139	II	3648400	3648599
46140	II	3648600	3648799
46141	II	3648800	3648999
46142	II	3649000	3649199
46143	II	3649200	3649399
46144	II	3649400	3649599
46145	II	3649600	3649799
46146	II	3649800	3649999
46147	II	3650000	3650199
46148	II	3650200	3650399
46149	II	3650400	3650599
46150	II	3650600	3650799
46151	II	3650800	3650999
46152	II	3651000	3651199
46153	II	3651200	3651399
46154	II	3651400	3651599
46155	II	3651600	3651799
46156	II	3651800	3651999
46157	II	3652000	3652199
46158	II	3652200	3652399
46159	II	3652400	3652599
46160	II	3652600	3652799
46161	II	3652800	3652999
46162	II	3653000	3653199
46163	II	3653200	3653399
46164	II	3653400	3653599
46165	II	3653600	3653799
46166	II	3653800	3653999
46167	II	3654000	3654199
46168	II	3654200	3654399
46169	II	3654400	3654599
46170	II	3654600	3654799
46171	II	3654800	3654999
46172	II	3655000	3655199
46173	II	3655200	3655399
46174	II	3655400	3655599
46175	II	3655600	3655799
46176	II	3655800	3655999
46177	II	3656000	3656199
46178	II	3656200	3656399
46179	II	3656400	3656599
46180	II	3656600	3656799
46181	II	3656800	3656999
46182	II	3657000	3657199
46183	II	3657200	3657399
46184	II	3657400	3657599
46185	II	3657600	3657799
46186	II	3657800	3657999
46187	II	3658000	3658199
46188	II	3658200	3658399
46189	II	3658400	3658599
46190	II	3658600	3658799
46191	II	3658800	3658999
46192	II	3659000	3659199
46193	II	3659200	3659399
46194	II	3659400	3659599
46195	II	3659600	3659799
46196	II	3659800	3659999
46197	II	3660000	3660199
46198	II	3660200	3660399
46199	II	3660400	3660599
46200	II	3660600	3660799
46201	II	3660800	3660999
46202	II	3661000	3661199
46203	II	3661200	3661399
46204	II	3661400	3661599
46205	II	3661600	3661799
46206	II	3661800	3661999
46207	II	3662000	3662199
46208	II	3662200	3662399
46209	II	3662400	3662599
46210	II	3662600	3662799
46211	II	3662800	3662999
46212	II	3663000	3663199
46213	II	3663200	3663399
46214	II	3663400	3663599
46215	II	3663600	3663799
46216	II	3663800	3663999
46217	II	3664000	3664199
46218	II	3664200	3664399
46219	II	3664400	3664599
46220	II	3664600	3664799
46221	II	3664800	3664999
46222	II	3665000	3665199
46223	II	3665200	3665399
46224	II	3665400	3665599
46225	II	3665600	3665799
46226	II	3665800	3665999
46227	II	3666000	3666199
46228	II	3666200	3666399
46229	II	3666400	3666599
46230	II	3666600	3666799
46231	II	3666800	3666999
46232	II	3667000	3667199
46233	II	3667200	3667399
46234	II	3667400	3667599
46235	II	3667600	3667799
46236	II	3667800	3667999
46237	II	3668000	3668199
46238	II	3668200	3668399
46239	II	3668400	3668599
46240	II	3668600	3668799
46241	II	3668800	3668999
46242	II	3669000	3669199
46243	II	3669200	3669399
46244	II	3669400	3669599
46245	II	3669600	3669799
46246	II	3669800	3669999
46247	II	3670000	3670199
46248	II	3670200	3670399
46249	II	3670400	3670599
46250	II	3670600	3670799
46251	II	3670800	3670999
46252	II	3671000	3671199
46253	II	3671200	3671399
46254	II	3671400	3671599
46255	II	3671600	3671799
46256	II	3671800	3671999
46257	II	3672000	3672199
46258	II	3672200	3672399
46259	II	3672400	3672599
46260	II	3672600	3672799
46261	II	3672800	3672999
46262	II	3673000	3673199
46263	II	3673200	3673399
46264	II	3673400	3673599
46265	II	3673600	3673799
46266	II	3673800	3673999
46267	II	3674000	3674199
46268	II	3674200	3674399
46269	II	3674400	3674599
46270	II	3674600	3674799
46271	II	3674800	3674999
46272	II	3675000	3675199
46273	II	3675200	3675399
46274	II	3675400	3675599
46275	II	3675600	3675799
46276	II	3675800	3675999
46277	II	3676000	3676199
46278	II	3676200	3676399
46279	II	3676400	3676599
46280	II	3676600	3676799
46281	II	3676800	3676999
46282	II	3677000	3677199
46283	II	3677200	3677399
46284	II	3677400	3677599
46285	II	3677600	3677799
46286	II	3677800	3677999
46287	II	3678000	3678199
46288	II	3678200	3678399
46289	II	3678400	3678599
46290	II	3678600	3678799
46291	II	3678800	3678999
46292	II	3679000	3679199
46293	II	3679200	3679399
46294	II	3679400	3679599
46295	II	3679600	3679799
46296	II	3679800	3679999
46297	II	3680000	3680199
46298	II	3680200	3680399
46299	II	3680400	3680599
46300	II	3680600	3680799
46301	II	3680800	3680999
46302	II	3681000	3681199
46303	II	3681200	3681399
46304	II	3681400	3681599
46305	II	3681600	3681799
46306	II	3681800	3681999
46307	II	3682000	3682199
46308	II	3682200	3682399
46309	II	3682400	3682599
46310	II	3682600	3682799
46311	II	3682800	3682999
46312	II	3683000	3683199
46313	II	3683200	3683399
46314	II	3683400	3683599
46315	II	3683600	3683799
46316	II	3683800	3683999
46317	II	3684000	3684199
46318	II	3684200	3684399
46319	II	3684400	3684599
46320	II	3684600	3684799
46321	II	3684800	3684999
46322	II	3685000	3685199
46323	II	3685200	3685399
46324	II	3685400	3685599
46325	II	3685600	3685799
46326	II	3685800	3685999
46327	II	3686000	3686199
46328	II	3686200	3686399
46329	II	3686400	3686599
46330	II	3686600	3686799
46331	II	3686800	3686999
46332	II	3687000	3687199
46333	II	3687200	3687399
46334	II	3687400	3687599
46335	II	3687600	3687799
46336	II	3687800	3687999
46337	II	3688000	3688199
46338	II	3688200	3688399
46339	II	3688400	3688599
46340	II	3688600	3688799
46341	II	3688800	3688999
46342	II	3689000	3689199
46343	II	3689200	3689399
46344	II	3689400	3689599
46345	II	3689600	3689799
46346	II	3689800	3689999
46347	II	3690000	3690199
46348	II	3690200	3690399
46349	II	3690400	3690599
46350	II	3690600	3690799
46351	II	3690800	3690999
46352	II	3691000	3691199
46353	II	3691200	3691399
46354	II	3691400	3691599
46355	II	3691600	3691799
46356	II	3691800	3691999
46357	II	3692000	3692199
46358	II	3692200	3692399
46359	II	3692400	3692599
46360	II	3692600	3692799
46361	II	3692800	3692999
46362	II	3693000	3693199
46363	II	3693200	3693399
46364	II	3693400	3693599
46365	II	3693600	3693799
46366	II	3693800	3693999
46367	II	3694000	3694199
46368	II	3694200	3694399
46369	II	3694400	3694599
46370	II	3694600	3694799
46371	II	3694800	3694999
46372	II	3695000	3695199
46373	II	3695200	3695399
46374	II	3695400	3695599
46375	II	3695600	3695799
46376	II	3695800	3695999
46377	II	3696000	3696199
46378	II	3696200	3696399
46379	II	3696400	3696599
46380	II	3696600	3696799
46381	II	3696800	3696999
46382	II	3697000	3697199
46383	II	3697200	3697399
46384	II	3697400	3697599
46385	II	3697600	3697799
46386	II	3697800	3697999
46387	II	3698000	3698199
46388	II	3698200	3698399
46389	II	3698400	3698599
46390	II	3698600	3698799
46391	II	3698800	3698999
46392	II	3699000	3699199
46393	II	3699200	3699399
46394	II	3699400	3699599
46395	II	3699600	3699799
46396	II	3699800	3699999
46397	II	3700000	3700199
46398	II	3700200	3700399
46399	II	3700400	3700599
46400	II	3700600	3700799
46401	II	3700800	3700999
46402	II	3701000	3701199
46403	II	3701200	3701399
46404	II	3701400	3701599
46405	II	3701600	3701799
46406	II	3701800	3701999
46407	II	3702000	3702199
46408	II	3702200	3702399
46409	II	3702400	3702599
46410	II	3702600	3702799
46411	II	3702800	3702999
46412	II	3703000	3703199
46413	II	3703200	3703399
46414	II	3703400	3703599
46415	II	3703600	3703799
46416	II	3703800	3703999
46417	II	3704000	3704199
46418	II	3704200	3704399
46419	II	3704400	3704599
46420	II	3704600	3704799
46421	II	3704800	3704999
46422	II	3705000	3705199
46423	II	3705200	3705399
46424	II	3705400	3705599
46425	II	3705600	3705799
46426	II	3705800	3705999
46427	II	3706000	3706199
46428	II	3706200	3706399
46429	II	3706400	3706599
46430	II	3706600	3706799
46431	II	3706800	3706999
46432	II	3707000	3707199
46433	II	3707200	3707399
46434	II	3707400	3707599
46435	II	3707600	3707799
46436	II	3707800	3707999
46437	II	3708000	3708199
46438	II	3708200	3708399
46439	II	3708400	3708599
46440	II	3708600	3708799
46441	II	3708800	3708999
46442	II	3709000	3709199
46443	II	3709200	3709399
46444	II	3709400	3709599
46445	II	3709600	3709799
46446	II	3709800	3709999
46447	II	3710000	3710199
46448	II	3710200	3710399
46449	II	3710400	3710599
46450	II	3710600	3710799
46451	II	3710800	3710999
46452	II	3711000	3711199
46453	II	3711200	3711399
46454	II	3711400	3711599
46455	II	3711600	3711799
46456	II	3711800	3711999
46457	II	3712000	3712199
46458	II	3712200	3712399
46459	II	3712400	3712599
46460	II	3712600	3712799
46461	II	3712800	3712999
46462	II	3713000	3713199
46463	II	3713200	3713399
46464	II	3713400	3713599
46465	II	3713600	3713799
46466	II	3713800	3713999
46467	II	3714000	3714199
46468	II	3714200	3714399
46469	II	3714400	3714599
46470	II	3714600	3714799
46471	II	3714800	3714999
46472	II	3715000	3715199
46473	II	3715200	3715399
46474	II	3715400	3715599
46475	II	3715600	3715799
46476	II	3715800	3715999
46477	II	3716000	3716199
46478	II	3716200	3716399
46479	II	3716400	3716599
46480	II	3716600	3716799
46481	II	3716800	3716999
46482	II	3717000	3717199
46483	II	3717200	3717399
46484	II	3717400	3717599
46485	II	3717600	3717799
46486	II	3717800	3717999
46487	II	3718000	3718199
46488	II	3718200	3718399
46489	II	3718400	3718599
46490	II	3718600	3718799
46491	II	3718800	3718999
46492	II	3719000	3719199
46493	II	3719200	3719399
46494	II	3719400	3719599
46495	II	3719600	3719799
46496	II	3719800	3719999
46497	II	3720000	3720199
46498	II	3720200	3720399
46499	II	3720400	3720599
46500	II	3720600	3720799
46501	II	3720800	3720999
46502	II	3721000	3721199
46503	II	3721200	3721399
46504	II	3721400	3721599
46505	II	3721600	3721799
46506	II	3721800	3721999
46507	II	3722000	3722199
46508	II	3722200	3722399
46509	II	3722400	3722599
46510	II	3722600	3722799
46511	II	3722800	3722999
46512	II	3723000	3723199
46513	II	3723200	3723399
46514	II	3723400	3723599
46515	II	3723600	3723799
46516	II	3723800	3723999
46517	II	3724000	3724199
46518	II	3724200	3724399
46519	II	3724400	3724599
46520	II	3724600	3724799
46521	II	3724800	3724999
46522	II	3725000	3725199
46523	II	3725200	3725399
46524	II	3725400	3725599
46525	II	3725600	3725799
46526	II	3725800	3725999
46527	II	3726000	3726199
46528	II	3726200	3726399
46529	II	3726400	3726599
46530	II	3726600	3726799
46531	II	3726800	3726999
46532	II	3727000	3727199
46533	II	3727200	3727399
46534	II	3727400	3727599
46535	II	3727600	3727799
46536	II	3727800	3727999
46537	II	3728000	3728199
46538	II	3728200	3728399
46539	II	3728400	3728599
46540	II	3728600	3728799
46541	II	3728800	3728999
46542	II	3729000	3729199
46543	II	3729200	3729399
46544	II	3729400	3729599
46545	II	3729600	3729799
46546	II	3729800	3729999
46547	II	3730000	3730199
46548	II	3730200	3730399
46549	II	3730400	3730599
46550	II	3730600	3730799
46551	II	3730800	3730999
46552	II	3731000	3731199
46553	II	3731200	3731399
46554	II	3731400	3731599
46555	II	3731600	3731799
46556	II	3731800	3731999
46557	II	3732000	3732199
46558	II	3732200	3732399
46559	II	3732400	3732599
46560	II	3732600	3732799
46561	II	3732800	3732999
46562	II	3733000	3733199
46563	II	3733200	3733399
46564	II	3733400	3733599
46565	II	3733600	3733799
46566	II	3733800	3733999
46567	II	3734000	3734199
46568	II	3734200	3734399
46569	II	3734400	3734599
46570	II	3734600	3734799
46571	II	3734800	3734999
46572	II	3735000	3735199
46573	II	3735200	3735399
46574	II	3735400	3735599
46575	II	3735600	3735799
46576	II	3735800	3735999
46577	II	3736000	3736199
46578	II	3736200	3736399
46579	II	3736400	3736599
46580	II	3736600	3736799
46581	II	3736800	3736999
46582	II	3737000	3737199
46583	II	3737200	3737399
46584	II	3737400	3737599
46585	II	3737600	3737799
46586	II	3737800	3737999
46587	II	3738000	3738199
46588	II	3738200	3738399
46589	II	3738400	3738599
46590	II	3738600	3738799
46591	II	3738800	3738999
46592	II	3739000	3739199
46593	II	3739200	3739399
46594	II	3739400	3739599
46595	II	3739600	3739799
46596	II	3739800	3739999
46597	II	3740000	3740199
46598	II	3740200	3740399
46599	II	3740400	3740599
46600	II	3740600	3740799
46601	II	3740800	3740999
46602	II	3741000	3741199
46603	II	3741200	3741399
46604	II	3741400	3741599
46605	II	3741600	3741799
46606	II	3741800	3741999
46607	II	3742000	3742199
46608	II	3742200	3742399
46609	II	3742400	3742599
46610	II	3742600	3742799
46611	II	3742800	3742999
46612	II	3743000	3743199
46613	II	3743200	3743399
46614	II	3743400	3743599
46615	II	3743600	3743799
46616	II	3743800	3743999
46617	II	3744000	3744199
46618	II	3744200	3744399
46619	II	3744400	3744599
46620	II	3744600	3744799
46621	II	3744800	3744999
46622	II	3745000	3745199
46623	II	3745200	3745399
46624	II	3745400	3745599
46625	II	3745600	3745799
46626	II	3745800	3745999
46627	II	3746000	3746199
46628	II	3746200	3746399
46629	II	3746400	3746599
46630	II	3746600	3746799
46631	II	3746800	3746999
46632	II	3747000	3747199
46633	II	3747200	3747399
46634	II	3747400	3747599
46635	II	3747600	3747799
46636	II	3747800	3747999
46637	II	3748000	3748199
46638	II	3748200	3748399
46639	II	3748400	3748599
46640	II	3748600	3748799
46641	II	3748800	3748999
46642	II	3749000	3749199
46643	II	3749200	3749399
46644	II	3749400	3749599
46645	II	3749600	3749799
46646	II	3749800	3749999
46647	II	3750000	3750199
46648	II	3750200	3750399
46649	II	3750400	3750599
46650	II	3750600	3750799
46651	II	3750800	3750999
46652	II	3751000	3751199
46653	II	3751200	3751399
46654	II	3751400	3751599
46655	II	3751600	3751799
46656	II	3751800	3751999
46657	II	3752000	3752199
46658	II	3752200	3752399
46659	II	3752400	3752599
46660	II	3752600	3752799
46661	II	3752800	3752999
46662	II	3753000	3753199
46663	II	3753200	3753399
46664	II	3753400	3753599
46665	II	3753600	3753799
46666	II	3753800	3753999
46667	II	3754000	3754199
46668	II	3754200	3754399
46669	II	3754400	3754599
46670	II	3754600	3754799
46671	II	3754800	3754999
46672	II	3755000	3755199
46673	II	3755200	3755399
46674	II	3755400	3755599
46675	II	3755600	3755799
46676	II	3755800	3755999
46677	II	3756000	3756199
46678	II	3756200	3756399
46679	II	3756400	3756599
46680	II	3756600	3756799
46681	II	3756800	3756999
46682	II	3757000	3757199
46683	II	3757200	3757399
46684	II	3757400	3757599
46685	II	3757600	3757799
46686	II	3757800	3757999
46687	II	3758000	3758199
46688	II	3758200	3758399
46689	II	3758400	3758599
46690	II	3758600	3758799
46691	II	3758800	3758999
46692	II	3759000	3759199
46693	II	3759200	3759399
46694	II	3759400	3759599
46695	II	3759600	3759799
46696	II	3759800	3759999
46697	II	3760000	3760199
46698	II	3760200	3760399
46699	II	3760400	3760599
46700	II	3760600	3760799
46701	II	3760800	3760999
46702	II	3761000	3761199
46703	II	3761200	3761399
46704	II	3761400	3761599
46705	II	3761600	3761799
46706	II	3761800	3761999
46707	II	3762000	3762199
46708	II	3762200	3762399
46709	II	3762400	3762599
46710	II	3762600	3762799
46711	II	3762800	3762999
46712	II	3763000	3763199
46713	II	3763200	3763399
46714	II	3763400	3763599
46715	II	3763600	3763799
46716	II	3763800	3763999
46717	II	3764000	3764199
46718	II	3764200	3764399
46719	II	3764400	3764599
46720	II	3764600	3764799
46721	II	3764800	3764999
46722	II	3765000	3765199
46723	II	3765200	3765399
46724	II	3765400	3765599
46725	II	3765600	3765799
46726	II	3765800	3765999
46727	II	3766000	3766199
46728	II	3766200	3766399
46729	II	3766400	3766599
46730	II	3766600	3766799
46731	II	3766800	3766999
46732	II	3767000	3767199
46733	II	3767200	3767399
46734	II	3767400	3767599
46735	II	3767600	3767799
46736	II	3767800	3767999
46737	II	3768000	3768199
46738	II	3768200	3768399
46739	II	3768400	3768599
46740	II	3768600	3768799
46741	II	3768800	3768999
46742	II	3769000	3769199
46743	II	3769200	3769399
46744	II	3769400	3769599
46745	II	3769600	3769799
46746	II	3769800	3769999
46747	II	3770000	3770199
46748	II	3770200	3770399
46749	II	3770400	3770599
46750	II	3770600	3770799
46751	II	3770800	3770999
46752	II	3771000	3771199
46753	II	3771200	3771399
46754	II	3771400	3771599
46755	II	3771600	3771799
46756	II	3771800	3771999
46757	II	3772000	3772199
46758	II	3772200	3772399
46759	II	3772400	3772599
46760	II	3772600	3772799
46761	II	3772800	3772999
46762	II	3773000	3773199
46763	II	3773200	3773399
46764	II	3773400	3773599
46765	II	3773600	3773799
46766	II	3773800	3773999
46767	II	3774000	3774199
46768	II	3774200	3774399
46769	II	3774400	3774599
46770	II	3774600	3774799
46771	II	3774800	3774999
46772	II	3775000	3775199
46773	II	3775200	3775399
46774	II	3775400	3775599
46775	II	3775600	3775799
46776	II	3775800	3775999
46777	II	3776000	3776199
46778	II	3776200	3776399
46779	II	3776400	3776599
46780	II	3776600	3776799
46781	II	3776800	3776999
46782	II	3777000	3777199
46783	II	3777200	3777399
46784	II	3777400	3777599
46785	II	3777600	3777799
46786	II	3777800	3777999
46787	II	3778000	3778199
46788	II	3778200	3778399
46789	II	3778400	3778599
46790	II	3778600	3778799
46791	II	3778800	3778999
46792	II	3779000	3779199
46793	II	3779200	3779399
46794	II	3779400	3779599
46795	II	3779600	3779799
46796	II	3779800	3779999
46797	II	3780000	3780199
46798	II	3780200	3780399
46799	II	3780400	3780599
46800	II	3780600	3780799
46801	II	3780800	3780999
46802	II	3781000	3781199
46803	II	3781200	3781399
46804	II	3781400	3781599
46805	II	3781600	3781799
46806	II	3781800	3781999
46807	II	3782000	3782199
46808	II	3782200	3782399
46809	II	3782400	3782599
46810	II	3782600	3782799
46811	II	3782800	3782999
46812	II	3783000	3783199
46813	II	3783200	3783399
46814	II	3783400	3783599
46815	II	3783600	3783799
46816	II	3783800	3783999
46817	II	3784000	3784199
46818	II	3784200	3784399
46819	II	3784400	3784599
46820	II	3784600	3784799
46821	II	3784800	3784999
46822	II	3785000	3785199
46823	II	3785200	3785399
46824	II	3785400	3785599
46825	II	3785600	3785799
46826	II	3785800	3785999
46827	II	3786000	3786199
46828	II	3786200	3786399
46829	II	3786400	3786599
46830	II	3786600	3786799
46831	II	3786800	3786999
46832	II	3787000	3787199
46833	II	3787200	3787399
46834	II	3787400	3787599
46835	II	3787600	3787799
46836	II	3787800	3787999
46837	II	3788000	3788199
46838	II	3788200	3788399
46839	II	3788400	3788599
46840	II	3788600	3788799
46841	II	3788800	3788999
46842	II	3789000	3789199
46843	II	3789200	3789399
46844	II	3789400	3789599
46845	II	3789600	3789799
46846	II	3789800	3789999
46847	II	3790000	3790199
46848	II	3790200	3790399
46849	II	3790400	3790599
46850	II	3790600	3790799
46851	II	3790800	3790999
46852	II	3791000	3791199
46853	II	3791200	3791399
46854	II	3791400	3791599
46855	II	3791600	3791799
46856	II	3791800	3791999
46857	II	3792000	3792199
46858	II	3792200	3792399
46859	II	3792400	3792599
46860	II	3792600	3792799
46861	II	3792800	3792999
46862	II	3793000	3793199
46863	II	3793200	3793399
46864	II	3793400	3793599
46865	II	3793600	3793799
46866	II	3793800	3793999
46867	II	3794000	3794199
46868	II	3794200	3794399
46869	II	3794400	3794599
46870	II	3794600	3794799
46871	II	3794800	3794999
46872	II	3795000	3795199
46873	II	3795200	3795399
46874	II	3795400	3795599
46875	II	3795600	3795799
46876	II	3795800	3795999
46877	II	3796000	3796199
46878	II	3796200	3796399
46879	II	3796400	3796599
46880	II	3796600	3796799
46881	II	3796800	3796999
46882	II	3797000	3797199
46883	II	3797200	3797399
46884	II	3797400	3797599
46885	II	3797600	3797799
46886	II	3797800	3797999
46887	II	3798000	3798199
46888	II	3798200	3798399
46889	II	3798400	3798599
46890	II	3798600	3798799
46891	II	3798800	3798999
46892	II	3799000	3799199
46893	II	3799200	3799399
46894	II	3799400	3799599
46895	II	3799600	3799799
46896	II	3799800	3799999
46897	II	3800000	3800199
46898	II	3800200	3800399
46899	II	3800400	3800599
46900	II	3800600	3800799
46901	II	3800800	3800999
46902	II	3801000	3801199
46903	II	3801200	3801399
46904	II	3801400	3801599
46905	II	3801600	3801799
46906	II	3801800	3801999
46907	II	3802000	3802199
46908	II	3802200	3802399
46909	II	3802400	3802599
46910	II	3802600	3802799
46911	II	3802800	3802999
46912	II	3803000	3803199
46913	II	3803200	3803399
46914	II	3803400	3803599
46915	II	3803600	3803799
46916	II	3803800	3803999
46917	II	3804000	3804199
46918	II	3804200	3804399
46919	II	3804400	3804599
46920	II	3804600	3804799
46921	II	3804800	3804999
46922	II	3805000	3805199
46923	II	3805200	3805399
46924	II	3805400	3805599
46925	II	3805600	3805799
46926	II	3805800	3805999
46927	II	3806000	3806199
46928	II	3806200	3806399
46929	II	3806400	3806599
46930	II	3806600	3806799
46931	II	3806800	3806999
46932	II	3807000	3807199
46933	II	3807200	3807399
46934	II	3807400	3807599
46935	II	3807600	3807799
46936	II	3807800	3807999
46937	II	3808000	3808199
46938	II	3808200	3808399
46939	II	3808400	3808599
46940	II	3808600	3808799
46941	II	3808800	3808999
46942	II	3809000	3809199
46943	II	3809200	3809399
46944	II	3809400	3809599
46945	II	3809600	3809799
46946	II	3809800	3809999
46947	II	3810000	3810199
46948	II	3810200	3810399
46949	II	3810400	3810599
46950	II	3810600	3810799
46951	II	3810800	3810999
46952	II	3811000	3811199
46953	II	3811200	3811399
46954	II	3811400	3811599
46955	II	3811600	3811799
46956	II	3811800	3811999
46957	II	3812000	3812199
46958	II	3812200	3812399
46959	II	3812400	3812599
46960	II	3812600	3812799
46961	II	3812800	3812999
46962	II	3813000	3813199
46963	II	3813200	3813399
46964	II	3813400	3813599
46965	II	3813600	3813799
46966	II	3813800	3813999
46967	II	3814000	3814199
46968	II	3814200	3814399
46969	II	3814400	3814599
46970	II	3814600	3814799
46971	II	3814800	3814999
46972	II	3815000	3815199
46973	II	3815200	3815399
46974	II	3815400	3815599
46975	II	3815600	3815799
46976	II	3815800	3815999
46977	II	3816000	3816199
46978	II	3816200	3816399
46979	II	3816400	3816599
46980	II	3816600	3816799
46981	II	3816800	3816999
46982	II	3817000	3817199
46983	II	3817200	3817399
46984	II	3817400	3817599
46985	II	3817600	3817799
46986	II	3817800	3817999
46987	II	3818000	3818199
46988	II	3818200	3818399
46989	II	3818400	3818599
46990	II	3818600	3818799
46991	II	3818800	3818999
46992	II	3819000	3819199
46993	II	3819200	3819399
46994	II	3819400	3819599
46995	II	3819600	3819799
46996	II	3819800	3819999
46997	II	3820000	3820199
46998	II	3820200	3820399
46999	II	3820400	3820599
47000	II	3820600	3820799
47001	II	3820800	3820999
47002	II	3821000	3821199
47003	II	3821200	3821399
47004	II	3821400	3821599
47005	II	3821600	3821799
47006	II	3821800	3821999
47007	II	3822000	3822199
47008	II	3822200	3822399
47009	II	3822400	3822599
47010	II	3822600	3822799
47011	II	3822800	3822999
47012	II	3823000	3823199
47013	II	3823200	3823399
47014	II	3823400	3823599
47015	II	3823600	3823799
47016	II	3823800	3823999
47017	II	3824000	3824199
47018	II	3824200	3824399
47019	II	3824400	3824599
47020	II	3824600	3824799
47021	II	3824800	3824999
47022	II	3825000	3825199
47023	II	3825200	3825399
47024	II	3825400	3825599
47025	II	3825600	3825799
47026	II	3825800	3825999
47027	II	3826000	3826199
47028	II	3826200	3826399
47029	II	3826400	3826599
47030	II	3826600	3826799
47031	II	3826800	3826999
47032	II	3827000	3827199
47033	II	3827200	3827399
47034	II	3827400	3827599
47035	II	3827600	3827799
47036	II	3827800	3827999
47037	II	3828000	3828199
47038	II	3828200	3828399
47039	II	3828400	3828599
47040	II	3828600	3828799
47041	II	3828800	3828999
47042	II	3829000	3829199
47043	II	3829200	3829399
47044	II	3829400	3829599
47045	II	3829600	3829799
47046	II	3829800	3829999
47047	II	3830000	3830199
47048	II	3830200	3830399
47049	II	3830400	3830599
47050	II	3830600	3830799
47051	II	3830800	3830999
47052	II	3831000	3831199
47053	II	3831200	3831399
47054	II	3831400	3831599
47055	II	3831600	3831799
47056	II	3831800	3831999
47057	II	3832000	3832199
47058	II	3832200	3832399
47059	II	3832400	3832599
47060	II	3832600	3832799
47061	II	3832800	3832999
47062	II	3833000	3833199
47063	II	3833200	3833399
47064	II	3833400	3833599
47065	II	3833600	3833799
